title|doi
TRIM28 regulates the nuclear accumulation and toxicity of both alpha-synuclein and tau|10.7554/elife.19809
A harmonized segmentation protocol for hippocampal and parahippocampal subregions: Why do we need one and what are the key goals?|10.1002/hipo.22671
CSF Biomarkers and Its Associations with 18F-AV133 Cerebral VMAT2 Binding in Parkinson’s Disease—A Preliminary Report|10.1371/journal.pone.0164762
T2-Imaging Changes in the Nigrosome-1 Relate to Clinical Measures of Parkinson’s Disease|10.3389/fneur.2016.00174
White matter microstructural characteristics in newly diagnosed Parkinson’s disease: An unbiased whole-brain study|10.1038/srep35601
Is Axonal Degeneration a Key Early Event in Parkinson’s Disease?|10.3233/jpd-160881
The Effects of Physical Activity in Parkinson’s Disease: A Review|10.3233/jpd-160790
Clinical and demographic characteristics related to onset site and spread of cervical dystonia|10.1002/mds.26817
Dexmedetomidine for refractory adrenergic crisis in familial dysautonomia|10.1007/s10286-016-0383-5
Aging modifies the effect of GCH1 RS11158026 on DAT uptake and Parkinson's disease clinical severity|10.1016/j.neurobiolaging.2016.10.006
Changes in the detergent-insoluble brain proteome linked to amyloid and tau in Alzheimer's Disease progression|10.1002/pmic.201600057
Dual Tasking for the Differentiation between Depression and Mild Cognitive Impairment|10.3389/fnagi.2016.00235
Digitized Spiral Drawing: A Possible Biomarker for Early Parkinson’s Disease|10.1371/journal.pone.0162799
mTOR independent regulation of macroautophagy by Leucine Rich Repeat Kinase 2 via Beclin-1|10.1038/srep35106
Preclinical and clinical assessment of inhaled levodopa for OFF episodes in Parkinson’s disease|10.1126/scitranslmed.aad8858
Additional rare variant analysis in Parkinson’s disease cases with and without known pathogenic mutations: evidence for oligogenic inheritance|10.1093/hmg/ddw348
Machine Learning Interface for Medical Image Analysis|10.1007/s10278-016-9910-0
Neuropsychological impairment in prodromal Parkinson's disease|10.1016/j.jns.2016.10.007
Human whole genome genotype and transcriptome data for Alzheimer’s and other neurodegenerative diseases|10.1038/sdata.2016.89
Impaired contrast sensitivity is associated with more severe cognitive impairment in Parkinson disease|10.1016/j.parkreldis.2016.10.006
N-acetylaspartate supports the energetic demands of developmental myelination via oligodendroglial aspartoacylase|10.1016/j.nbd.2016.10.001
Exposure to the Functional Bacterial Amyloid Protein Curli Enhances Alpha-Synuclein Aggregation in Aged Fischer 344 Rats and Caenorhabditis elegans|10.1038/srep34477
Study of LRRK2 variation in tauopathy: Progressive supranuclear palsy and corticobasal degeneration|10.1002/mds.26815
Computer keyboard interaction as an indicator of early Parkinson’s disease|10.1038/srep34468
AAV viral vector delivery to the brain by shape-conforming MR-guided infusions|10.1016/j.jconrel.2016.02.034
Adaptive preconditioning in neurological diseases – therapeutic insights from proteostatic perturbations|10.1016/j.brainres.2016.02.033
Evolution of neurodegeneration-imaging biomarkers from clinically normal to dementia in the Alzheimer disease spectrum|10.1016/j.neurobiolaging.2016.06.003
Gene therapy to target ER stress in brain diseases|10.1016/j.brainres.2016.04.064
Injury to the nervous system: A look into the ER|10.1016/j.brainres.2016.04.053
LRRK2 inhibitors and their potential in the treatment of Parkinson&rsquo;s disease: current perspectives|10.2147/cpaa.s102191
Perspective: Data sharing for discovery|10.1038/538s4a
The best medicine? The influence of physical activity and inactivity on Parkinson's disease|10.1002/mds.26728
Pharmacologic antagonism of dopamine receptor D3 attenuates neurodegeneration and motor impairment in a mouse model of Parkinson's disease|10.1016/j.neuropharm.2016.09.028
Cognitive impairment in Parkinson's disease: Association between patient-reported and clinically measured outcomes|10.1016/j.parkreldis.2016.09.025
Integrative transcriptomic meta-analysis of Parkinson’s disease and depression identifies NAMPT as a potential blood biomarker for de novo Parkinson’s disease|10.1038/srep34579
PREFACE: Divergent roles of ER stress in neurodegeneration and brain disorders|10.1016/j.brainres.2016.09.014
Reproducibility of locus coeruleus and substantia nigra imaging with neuromelanin sensitive MRI|10.1007/s10334-016-0590-z
Ade novocompound targeting α-synuclein improves deficits in models of Parkinson’s disease|10.1093/brain/aww238
SWATH-MS proteome profiling data comparison of DJ-1, Parkin, and PINK1 knockout rat striatal mitochondria|10.1016/j.dib.2016.09.031
Immunomodulators as Therapeutic Agents in Mitigating the Progression of Parkinson’s Disease|10.3390/brainsci6040041
Self-Reported Symptoms of Parkinson’s Disease by Sex and Disease Duration|10.1177/0193945916670904
Specifically neuropathic Gaucher's mutations accelerate cognitive decline in Parkinson's|10.1002/ana.24781
Hippocampal shape alterations are associated with regional Aβ load in cognitively normal elderly individuals|10.1111/ejn.13408
Characterization of a novel adeno-associated viral vector with preferential oligodendrocyte tropism|10.1038/gt.2016.62
Ruminative brooding is associated with salience network coherence in early pubertal youth|10.1093/scan/nsw133
Total α-synuclein levels in human blood cells, CSF, and saliva determined by a lipid-ELISA|10.1007/s00216-016-9863-7
Functional Impairment in Miro Degradation and Mitophagy Is a Shared Feature in Familial and Sporadic Parkinson’s Disease|10.1016/j.stem.2016.08.002
Analysis of C9orf72 repeat expansions in a large international cohort of dementia with Lewy bodies|10.1016/j.neurobiolaging.2016.08.023
Identification of small molecules that bind to the mitochondrial protein mitoNEET|10.1016/j.bmcl.2016.09.009
Structural insights into Parkin substrate lysine targeting from minimal Miro substrates|10.1038/srep33019
Dysregulation of protein phosphatase 2A in parkinson disease and dementia with lewy bodies|10.1002/acn3.337
No diurnal variation of classical and candidate biomarkers of Alzheimer’s disease in CSF|10.1186/s13024-016-0130-3
Decreased synaptic proteins in neuronal exosomes of frontotemporal dementia and Alzheimer's disease|10.1096/fj.201600816r
Lack of Antiparkinsonian Effects of Systemic Injections of the Specific T-Type Calcium Channel Blocker ML218 in MPTP-Treated Monkeys|10.1021/acschemneuro.6b00186
Multiplex immunoassay characterization and species comparison of inflammation in acute and non-acute ischemic infarcts in human and mouse brain tissue|10.1186/s40478-016-0371-y
Neuropsychiatric characteristics of GBA-associated Parkinson disease|10.1016/j.jns.2016.08.059
Environmental Exposures and Parkinson’s Disease|10.3390/ijerph13090881
Associations between Performance on an Abbreviated CogState Battery, Other Measures of Cognitive Function, and Biomarkers in People at Risk for Alzheimer’s Disease|10.3233/jad-160528
Integration of transcriptomic and genomic data suggests candidate mechanisms for APOE4-mediated pathogenic action in Alzheimer’s disease|10.1038/srep32583
Multicenter Assessment of Immunohistochemical Methods for Pathological Alpha-Synuclein in Sigmoid Colon of Autopsied Parkinson’s Disease and Control Subjects|10.3233/jpd-160888
Epidemiology of Major Neurodegenerative Diseases in Women: Contribution of the Nurses’ Health Study|10.2105/ajph.2016.303324
Impaired perception of biological motion in Parkinson’s disease.|10.1037/neu0000276
Magnetic resonance imaging as a potential biomarker for Parkinson's disease|10.1016/j.trsl.2015.12.006
Sensory aspects in myasthenia gravis: A translational approach|10.1016/j.jns.2016.07.014
The polarity protein Par3 regulates APP trafficking and processing through the endocytic adaptor protein Numb|10.1016/j.nbd.2016.03.022
Potential Pathways of Abnormal Tau and α-Synuclein Dissemination in Sporadic Alzheimer's and Parkinson's Diseases|10.1101/cshperspect.a023630
Association ofGBAMutations and the E326K Polymorphism With Motor and Cognitive Progression in Parkinson Disease|10.1001/jamaneurol.2016.2245
Loss of Pink1 modulates synaptic mitochondrial bioenergetics in the rat striatum prior to motor symptoms: concomitant complex I respiratory defects and increased complex II‐mediated respiration|10.1002/prca.201600005
Alpha‐synuclein RT‐QuIC in the CSF of patients with alpha‐synucleinopathies|10.1002/acn3.338
Large-Scale Wearable Sensor Deployment in Parkinson’s Patients: The Parkinson@Home Study Protocol|10.2196/resprot.5990
Structural connectivity profile of scans without evidence of dopaminergic deficit (SWEDD) patients compared to normal controls and Parkinson’s disease patients|10.1186/s40064-016-3110-8
Relative vascular permeability and vascularity across different regions of the rat nasal mucosa: implications for nasal physiology and drug delivery|10.1038/srep31732
Impairment of cocaine-mediated behaviours in mice by clinically relevant Ras-ERK inhibitors|10.7554/elife.17111
A novel multiplex assay for simultaneous quantification of total and S129 phosphorylated human alpha-synuclein|10.1186/s13024-016-0125-0
Longitudinal changes in CSF alpha‐synuclein species reflect Parkinson's disease progression|10.1002/mds.26754
Analysis of number needed to treat for droxidopa in patients with symptomatic neurogenic orthostatic hypotension|10.1186/s12883-016-0665-5
LRRK2 deficiency impacts ceramide metabolism in brain|10.1016/j.bbrc.2016.08.082
Cargo proteins of plasma astrocyte‐derived exosomes in Alzheimer's disease|10.1096/fj.201600756r
Inhibitor treatment of peripheral mononuclear cells from Parkinson’s disease patients further validates LRRK2 dephosphorylation as a pharmacodynamic biomarker|10.1038/srep31391
Parkinson's disease is ready for precision medicine|10.2217/pme-2016-0052
Moving Parkinson care to the home|10.1002/mds.26744
Widespread transneuronal propagation of α-synucleinopathy triggered in olfactory bulb mimics prodromal Parkinson’s disease|10.1084/jem.20160368
Loss of FBXO7 (PARK15) results in reduced proteasome activity and models a parkinsonism‐like phenotype in mice|10.15252/embj.201593585
Predictive Big Data Analytics: A Study of Parkinson’s Disease Using Large, Complex, Heterogeneous, Incongruent, Multi-Source and Incomplete Observations|10.1371/journal.pone.0157077
Commentary: XBP-1 Is a Cell-Nonautonomous Regulator of Stress Resistance and Longevity|10.3389/fnagi.2016.00182
Caspase-1 causes truncation and aggregation of the Parkinson’s disease-associated protein α-synuclein|10.1073/pnas.1610099113
LRRK2 variation and dementia with Lewy bodies|10.1016/j.parkreldis.2016.07.015
Phos-tag analysis of Rab10 phosphorylation by LRRK2: a powerful assay for assessing kinase function and inhibitors|10.1042/bcj20160557
Differential transgene expression patterns in Alzheimer mouse models revealed by novel human amyloid precursor protein‐specific antibodies|10.1111/acel.12508
Oxidation and interaction of DJ-1 with 20S proteasome in the erythrocytes of early stage Parkinson’s disease patients|10.1038/srep30793
A systematic review of lessons learned from PET molecular imaging research in atypical parkinsonism|10.1007/s00259-016-3464-8
miR-27a and miR-27b regulate autophagic clearance of damaged mitochondria by targeting PTEN-induced putative kinase 1 (PINK1)|10.1186/s13024-016-0121-4
Monoamine transporter contributions to l-DOPA effects in hemi-parkinsonian rats|10.1016/j.neuropharm.2016.07.025
Development and Antiparkinsonian Activity of VU0418506, a Selective Positive Allosteric Modulator of Metabotropic Glutamate Receptor 4 Homomers without Activity at mGlu2/4 Heteromers|10.1021/acschemneuro.6b00036
Arm swing as a potential new prodromal marker of Parkinson's disease|10.1002/mds.26720
Loss of SYNJ1 dual phosphatase activity leads to early onset refractory seizures and progressive neurological decline|10.1093/brain/aww180
Manual-Protocol Inspired Technique for Improving Automated MR Image Segmentation during Label Fusion|10.3389/fnins.2016.00325
LRRK2 and RAB7L1 coordinately regulate axonal morphology and lysosome integrity in diverse cellular contexts|10.1038/srep29945
Atrophy and structural covariance of the cholinergic basal forebrain in primary progressive aphasia|10.1016/j.cortex.2016.07.004
Comparison of the ligand binding site of CYP2C8 with CYP26A1 and CYP26B1: a structural basis for the identification of new inhibitors of the retinoic acid hydroxylases|10.1080/14756366.2016.1193734
Levels of tau protein in plasma are associated with neurodegeneration and cognitive function in a population‐based elderly cohort|10.1016/j.jalz.2016.06.001
Parkinsonian monkeys with prior levodopa‐induced dyskinesias followed by fetal dopamine precursor grafts do not display graft‐induced dyskinesias|10.1002/cne.24081
Nocardia asteroides‐Induced movement abnormalities in mice: Relevance for Parkinson's disease?|10.1002/mds.26711
Nilotinib – Differentiating the Hope from the Hype|10.3233/jpd-160904
A cognitive fMRI study in non-manifesting LRRK2 and GBA carriers|10.1007/s00429-016-1271-4
Subcortical Volumes Differ in Parkinson’s Disease Motor Subtypes: New Insights into the Pathophysiology of Disparate Symptoms|10.3389/fnhum.2016.00356
Effects of a higher dose of near-infrared light on clinical signs and neuroprotection in a monkey model of Parkinson's disease|10.1016/j.brainres.2016.07.005
Modulation of Amyloid β-Protein (Aβ) Assembly by Homologous C-Terminal Fragments as a Strategy for Inhibiting Aβ Toxicity|10.1021/acschemneuro.6b00154
Discovery and characterization of a novel series of N -phenylsulfonyl-1 H -pyrrole picolinamides as positive allosteric modulators of the metabotropic glutamate receptor 4 (mGlu 4 )|10.1016/j.bmcl.2016.05.029
The role of the melanoma gene MC1R in Parkinson disease and REM sleep behavior disorder|10.1016/j.neurobiolaging.2016.03.029
Using Qualitative Methods to Understand Physical Activity and Weight Management Among Bangladeshis in New York City, 2013|10.5888/pcd13.160077
Epigenetic regulation in Parkinson’s disease|10.1007/s00401-016-1590-9
Semisynthetic and in Vitro Phosphorylation of Alpha-Synuclein at Y39 Promotes Functional Partly Helical Membrane-Bound States Resembling Those Induced by PD Mutations|10.1021/acschembio.6b00539
Structural model of the dimeric Parkinson’s protein LRRK2 reveals a compact architecture involving distant interdomain contacts|10.1073/pnas.1523708113
Hepatitis B Virus-Induced Parkin-Dependent Recruitment of Linear Ubiquitin Assembly Complex (LUBAC) to Mitochondria and Attenuation of Innate Immunity|10.1371/journal.ppat.1005693
Which patients with epilepsy are at risk for psychogenic nonepileptic seizures (PNES)? A multicenter case–control study|10.1016/j.yebeh.2016.05.032
Deep brain stimulation for levodopa-refractory benign tremulous parkinsonism|10.1016/j.pjnns.2016.05.008
Juvenile onset Parkinsonism with “pure nigral” degeneration and POLG1 mutation|10.1016/j.parkreldis.2016.06.013
Droxidopa and Reduced Falls in a Trial of Parkinson Disease Patients With Neurogenic Orthostatic Hypotension|10.1097/wnf.0000000000000168
MAPT haplotype diversity in multiple system atrophy|10.1016/j.parkreldis.2016.06.010
Post-traumatic Functional Mirror Movements in Klippel-Feil Syndrome|10.1002/mdc3.12405
Problematic Mobile Gaming in Parkinson's Disease: An Impulse Control Disorder for the Smartphone|10.1002/mdc3.12378
α‐synuclein conformational antibodies fused to penetratin are effective in models of Lewy body disease|10.1002/acn3.321
Mitochondrial DNA Rearrangement Spectrum in Brain Tissue of Alzheimer’s Disease: Analysis of 13 Cases|10.1371/journal.pone.0154582
Ser(P)‐1292 LRRK2 in urinary exosomes is elevated in idiopathic Parkinson's disease|10.1002/mds.26686
Neuroimmunology of the Interleukins 13 and 4|10.3390/brainsci6020018
Gender Differences in Alzheimer Disease: Brain Atrophy, Histopathology Burden, and Cognition|10.1093/jnen/nlw047
A grounded theory study on the influence of sleep on Parkinson’s symptoms|10.1186/s13104-016-2114-3
Deep brain stimulation for the treatment of uncommon tremor syndromes|10.1080/14737175.2016.1194756
Model-Based Comparison of Deep Brain Stimulation Array Functionality with Varying Number of Radial Electrodes and Machine Learning Feature Sets|10.3389/fncom.2016.00058
Presence of cerebral amyloid modulates phenotype and pattern of neurodegeneration in early Parkinson's disease|10.1136/jnnp-2015-312690
Scheduled, intermittent stimulation of the thalamus reduces tics in Tourette syndrome|10.1016/j.parkreldis.2016.05.033
Evaluation of rotigotine transdermal patch for the treatment of apathy and motor symptoms in Parkinson’s disease|10.1186/s12883-016-0610-7
Physiological, pathological, and engineered cell identity reprogramming in the central nervous system|10.1002/wdev.234
Subliminal gait initiation deficits in rapid eye movement sleep behavior disorder: A harbinger of freezing of gait?|10.1002/mds.26665
The mitochondrial kinase PINK1: functions beyond mitophagy|10.1111/jnc.13655
Increased 5-hydroxymethylation levels in the sub ventricular zone of the Alzheimer's brain|10.1016/j.nepig.2016.04.002
Manganese-Enhanced Magnetic Resonance Imaging for Detection of Vasoactive Intestinal Peptide Receptor 2 Agonist Therapy in a Model of Parkinson’s Disease|10.1007/s13311-016-0449-z
Neuroscience Training for the 21st Century|10.1016/j.neuron.2016.05.030
Structural Brain Alterations Associated with Rapid Eye Movement Sleep Behavior Disorder in Parkinson’s Disease|10.1038/srep26782
Two-Pore Channels and Parkinson's Disease: Where's the Link?|10.1166/msr.2016.1051
Histone H3 acetylation in the postmortem Parkinson’s disease primary motor cortex|10.1016/j.neulet.2016.05.060
A review of disease progression models of Parkinson's disease and applications in clinical trials|10.1002/mds.26644
JUMPg: An Integrative Proteogenomics Pipeline Identifying Unannotated Proteins in Human Brain and Cancer Cells|10.1021/acs.jproteome.6b00344
Motor subtype in Parkinson's disease: Different disorders or different stages of disease?|10.1002/mds.26657
Cerebrospinal Fluid Amyloid β<sub>1-42</sub>, Tau, and Alpha-Synuclein Predict the Heterogeneous Progression of Cognitive Dysfunction in Parkinson’s Disease|10.14802/jmd.16017
Development of Chemical Probes for Investigation of Salt-Inducible Kinase Function in Vivo|10.1021/acschembio.6b00217
Upregulation of Glutaredoxin-1 Activates Microglia and Promotes Neurodegeneration: Implications for Parkinson's Disease|10.1089/ars.2015.6598
Vagal neurocircuitry and its influence on gastric motility|10.1038/nrgastro.2016.76
Inflammatory profile in LRRK2-associated prodromal and clinical PD|10.1186/s12974-016-0588-5
A Phase 2A Trial of the Novel mGluR5-Negative Allosteric Modulator Dipraglurant for Levodopa-Induced Dyskinesia in Parkinson's Disease|10.1002/mds.26659
Cautionary optimism: caffeine and Parkinson’s disease risk|10.1186/s40734-016-0037-8
LRRK2 Regulates Voltage-Gated Calcium Channel Function|10.3389/fnmol.2016.00035
Objective characterization of daily living transitions in patients with Parkinson’s disease using a single body-fixed sensor|10.1007/s00415-016-8164-6
Pharmacologically distinct pramipexole-mediated akinesia vs. risk-taking in a rat model of Parkinson's disease|10.1016/j.pnpbp.2016.05.004
Parkinson's disease-related network topographies characterized with resting state functional MRI|10.1002/hbm.23260
Central Hypoventilation in Progressive Supranuclear Palsy|10.1002/mdc3.12348
Pure Autonomic Failure Versus Prodromal Dysautonomia in Parkinson's Disease: Insights from the Bedside|10.1002/mdc3.12360
Dentate nucleus iron deposition is a potential biomarker for tremor‐dominant Parkinson's disease|10.1002/nbm.3554
Predictors of time to initiation of symptomatic therapy in early Parkinson's disease|10.1002/acn3.317
Neurogenesis in Cancun: where science meets the sea|10.1242/dev.138412
Asparagine endopeptidase is an innovative therapeutic target for neurodegenerative diseases|10.1080/14728222.2016.1182990
Analysis of Mitochondrial haemoglobin in Parkinson's disease brain|10.1016/j.mito.2016.05.001
Enabling breakthroughs in Parkinson’s disease with wearable technologies and big data analytics|10.21037/mhealth.2016.04.02
LRRK2 phosphorylation level correlates with abnormal motor behaviour in an experimental model of levodopa-induced dyskinesias|10.1186/s13041-016-0234-2
Normative data for subcortical regional volumes over the lifetime of the adult human brain|10.1016/j.neuroimage.2016.05.016
Analysis of DNAJC13 mutations in French-Canadian/French cohort of Parkinson's disease|10.1016/j.neurobiolaging.2016.04.023
How can rAAV‐α‐synuclein and the fibril α‐synuclein models advance our understanding of Parkinson's disease?|10.1111/jnc.13627
Heterogeneity of Treatment Response to Citalopram for Patients With Alzheimer’s Disease With Aggression or Agitation: The CitAD Randomized Clinical Trial|10.1176/appi.ajp.2015.15050648
The glucagon-like peptide 1 (GLP) receptor as a therapeutic target in Parkinson's disease: mechanisms of action|10.1016/j.drudis.2016.01.013
Transplantable living scaffolds comprised of micro-tissue engineered aligned astrocyte networks to facilitate central nervous system regeneration|10.1016/j.actbio.2016.04.021
Discovery of 3-aminopicolinamides as metabotropic glutamate receptor subtype 4 (mGlu4) positive allosteric modulator warheads engendering CNS exposure and in vivo efficacy|10.1016/j.bmcl.2016.04.041
How stable are Parkinson's disease subtypes in de novo patients: Analysis of the PPMI cohort?|10.1016/j.parkreldis.2016.04.027
Morphological Alterations in the Thalamus, Striatum, and Pallidum in Autism Spectrum Disorder|10.1038/npp.2016.64
Technology in Parkinson's disease: Challenges and opportunities|10.1002/mds.26642
shRNA-Based Screen Identifies Endocytic Recycling Pathway Components That Act as Genetic Modifiers of Alpha-Synuclein Aggregation, Secretion and Toxicity|10.1371/journal.pgen.1005995
A First Tetraplex Assay for the Simultaneous Quantification of Total α-Synuclein, Tau, β-Amyloid42 and DJ-1 in Human Cerebrospinal Fluid|10.1371/journal.pone.0153564
The BioFIND study: Characteristics of a clinically typical Parkinson's disease biomarker cohort|10.1002/mds.26613
Free‐water and BOLD imaging changes in Parkinson's disease patients chronically treated with a MAO‐B inhibitor|10.1002/hbm.23213
Motor and nonmotor heterogeneity of LRRK2‐related and idiopathic Parkinson's disease|10.1002/mds.26614
Resequencing analysis of five Mendelian genes and the top genes from genome-wide association studies in Parkinson’s Disease|10.1186/s13024-016-0097-0
α‐synuclein genetic variability: A biomarker for dementia in Parkinson disease|10.1002/ana.24664
A multivariate nonlinear mixed effects model for longitudinal image analysis: Application to amyloid imaging|10.1016/j.neuroimage.2016.04.001
Characterization of RNA isolated from eighteen different human tissues: results from a rapid human autopsy program|10.1007/s10561-016-9555-8
Executive functioning and risk-taking behavior in Parkinson’s disease patients with impulse control disorders|10.1007/s00702-016-1549-y
MRI biomarkers — a precision medicine tool in neurology?|10.1038/nrneurol.2016.51
Clinical-genetic model predicts incident impulse control disorders in Parkinson's disease|10.1136/jnnp-2015-312848
Discovery, Synthesis, and Preclinical Characterization of N-(3-Chloro-4-fluorophenyl)-1H-pyrazolo[4,3-b]pyridin-3-amine (VU0418506), a Novel Positive Allosteric Modulator of the Metabotropic Glutamate Receptor 4 (mGlu4)|10.1021/acschemneuro.6b00035
Plasma neuronal exosomal levels of Alzheimer's disease biomarkers in normal aging|10.1002/acn3.309
Mild cognitive impairment in Parkinson's disease versus Alzheimer's disease|10.1016/j.parkreldis.2016.04.007
Cortical phosphorylated α-Synuclein levels correlate with brain wave spectra in Parkinson's disease|10.1002/mds.26621
Gene Prioritization for Imaging Genetics Studies Using Gene Ontology and a Stratified False Discovery Rate Approach|10.3389/fninf.2016.00014
α-Synuclein vaccination modulates regulatory T cell activation and microglia in the absence of brain pathology|10.1186/s12974-016-0532-8
Personality and reported quality of life in Parkinson's disease|10.1002/gps.4475
Benzoyl chloride derivatization with liquid chromatography–mass spectrometry for targeted metabolomics of neurochemicals in biological samples|10.1016/j.chroma.2016.04.006
Evaluation of alpha-synuclein immunohistochemical methods for the detection of Lewy-type synucleinopathy in gastrointestinal biopsies|10.1186/s40478-016-0305-8
Cholinergic Mesopontine Signals Govern Locomotion and Reward through Dissociable Midbrain Pathways|10.1016/j.neuron.2016.03.028
Neuropathological basis of nonmotor manifestations of Parkinson's disease|10.1002/mds.26605
Synthesis and characterization of a series of chiral alkoxymethyl morpholine analogs as dopamine receptor 4 (D4R) antagonists|10.1016/j.bmcl.2016.03.102
Prevalence of Submandibular Gland Synucleinopathy in Parkinson’s Disease, Dementia with Lewy Bodies and other Lewy Body Disorders|10.3233/jpd-150680
Subthalamic Nucleus Deep Brain Stimulation May Reduce Medication Costs in Early Stage Parkinson’s Disease|10.3233/jpd-150712
Untangling Cortico-Striatal Connectivity and Cross-Frequency Coupling in L-DOPA-Induced Dyskinesia|10.3389/fnsys.2016.00026
Diffusion tensor imaging of the substantia nigra in Parkinson's disease revisited|10.1002/hbm.23192
Randomized, Controlled Trial of Acupuncture for Fatigue in Parkinson's Disease|10.1002/mds.26597
CSF biomarkers associated with disease heterogeneity in early Parkinson’s disease: the Parkinson’s Progression Markers Initiative study|10.1007/s00401-016-1552-2
Glucocerebrosidase Deficiency in Drosophila Results in α-Synuclein-Independent Protein Aggregation and Neurodegeneration|10.1371/journal.pgen.1005944
Deletions at 22q11.2 in idiopathic Parkinson's disease: a combined analysis of genome-wide association data|10.1016/s1474-4422(16)00071-5
Improving cerebellar segmentation with statistical fusion|10.1117/12.2216966
On the fallacy of quantitative segmentation for T1-weighted MRI|10.1117/12.2216994
Novel method to ascertain chromatin accessibility at specific genomic loci from frozen brain homogenates and laser capture microdissected defined cells|10.1016/j.nepig.2016.03.001
Metabolic network expression in parkinsonism: Clinical and dopaminergic correlations|10.1177/0271678x16637880
The Presence of Select Tau Species in Human Peripheral Tissues and Their Relation to Alzheimer’s Disease|10.3233/jad-150859
Clinimetric testing of the comprehensive cervical dystonia rating scale|10.1002/mds.26534
Longitudinal changes in cognition in early Parkinson's disease patients with REM sleep behavior disorder|10.1016/j.parkreldis.2016.03.006
Vitamin D Status During Pregnancy and Risk of Multiple Sclerosis in Offspring of Women in the Finnish Maternity Cohort|10.1001/jamaneurol.2015.4800
Lewy bodies are incidental in essential tremor|10.1016/j.parkreldis.2016.02.025
LRRK2 Kinase Inhibition as a Therapeutic Strategy for Parkinson's Disease, Where Do We Stand?|10.2174/1570159x13666151030102847
Targeting the Autophagy/Lysosomal Degradation Pathway in Parkinsons Disease|10.2174/1570159x13666151030103027
mGlu5positive allosteric modulation normalizes synaptic plasticity defects and motor phenotypes in a mouse model of Rett syndrome|10.1093/hmg/ddw074
A suggested minimum standard deep brain stimulation evaluation for essential tremor|10.1016/j.jns.2016.01.041
Intranasal insulin protects against substantia nigra dopaminergic neuronal loss and alleviates motor deficits induced by 6-OHDA in rats|10.1016/j.neuroscience.2016.01.020
Preparation of S-glycoside surfactants and cysteine thioglycosides using minimally competent Lewis acid catalysis|10.1016/j.carres.2015.12.008
Vocal tics in Tourette's syndrome|10.1016/s1474-4422(16)00021-1
4-amino-7-chloroquinoline derivatives for treating Parkinson’s disease: implications for drug discovery|10.1517/17460441.2016.1154529
Development and Characterization of Novel and Selective Inhibitors of Cytochrome P450 CYP26A1, the Human Liver Retinoic Acid Hydroxylase|10.1021/acs.jmedchem.5b01780
Increased peripheral inflammation in asymptomatic leucine‐rich repeat kinase 2 mutation carriers|10.1002/mds.26529
Serum S100B Is Related to Illness Duration and Clinical Symptoms in Schizophrenia—A Meta-Regression Analysis|10.3389/fncel.2016.00046
Activation of the unfolded protein response promotes axonal regeneration after peripheral nerve injury|10.1038/srep21709
Central nervous system uptake of intranasal glutathione in Parkinson’s disease|10.1038/npjparkd.2016.2
Prevalence of impaired odor identification in Parkinson disease with imaging evidence of nigrostriatal denervation|10.1007/s00702-016-1524-7
Substantia nigra hyperechogenicity is related to decline in verbal memory in healthy elderly adults|10.1111/ene.12974
Mystery solved: Trehalose kickstarts autophagy by blocking glucose transport|10.1126/scisignal.aaf1937
Fluorescent false neurotransmitter reveals functionally silent dopamine vesicle clusters in the striatum|10.1038/nn.4252
The Penn Parkinson's Daily Activities Questionnaire-15: Psychometric properties of a brief assessment of cognitive instrumental activities of daily living in Parkinson's disease|10.1016/j.parkreldis.2016.02.020
Olfactory impairment predicts cognitive decline in early Parkinson's disease|10.1016/j.parkreldis.2016.02.013
Assessing medication role on neuropathological findings in Parkinson's disease|10.1002/mds.26536
Parkinson's disease-related fatigue: A case definition and recommendations for clinical research|10.1002/mds.26511
Near-infrared light (670 nm) reduces MPTP-induced parkinsonism within a broad therapeutic time window|10.1007/s00221-016-4578-8
Age at onset and Parkinson disease phenotype|10.1212/wnl.0000000000002461
ALS‐linked protein disulfide isomerase variants cause motor dysfunction|10.15252/embj.201592224
Biological confounders for the values of cerebrospinal fluid proteins in Parkinson's disease and related disorders|10.1111/jnc.13390
Sorting out release, uptake and processing of alpha‐synuclein during prion‐like spread of pathology|10.1111/jnc.13449
Of Pesticides and Men: a California Story of Genes and Environment in Parkinson’s Disease|10.1007/s40572-016-0083-2
Prospective study of plasma urate and risk of Parkinson disease in men and women|10.1212/wnl.0000000000002351
The effects of dopamine on digit span in Parkinson’s disease|10.1186/s40734-016-0033-z
Environmental and occupational risk factors for progressive supranuclear palsy: Case‐control study|10.1002/mds.26512
Teaching Video NeuroImages: Faciobrachial dystonic seizures|10.1212/wnl.0000000000002359
Pre‐existing differences and diet‐induced alterations in striatal dopamine systems of obesity‐prone rats|10.1002/oby.21411
Cerebellar ataxia in progressive supranuclear palsy: An autopsy study of PSP‐C|10.1002/mds.26499
The Relationship Between Mobility Dysfunction Staging and Global Cognitive Performance|10.1097/wad.0000000000000136
Application of texture analysis to DAT SPECT imaging: Relationship to clinical assessments|10.1016/j.nicl.2016.02.012
Design of a Multi-Pinhole Collimator for I-123 DaTscan Imaging on Dual-Headed SPECT Systems in Combination with a Fan-Beam Collimator|10.1109/tns.2016.2515519
New insights into cellular α-synuclein homeostasis in health and disease|10.1016/j.conb.2015.07.007
Pathological Gambling Associated With Aripiprazole or Dopamine Replacement Therapy|10.1097/jcp.0000000000000444
